tagcompany,tagname,tagdate,tagorg,tagrank,tagsuper,tagtel,tagloc,tagrot,tagwc,tagtask,taghead,tagceo
피엠씨텍,동상현,내일,대우조선해양KAM섹션,임원급,홍보위원,010-6271-4726,,C조,출장,(기술)후판관련업무,정보기획실장,SS VINA 법인장
PNR,류경종,모레,삼성중공업KAM섹션,자문역,회장보좌역,010-333-1279,,D조,파견,(기술개발섹션) 선재 계측기 관리 및 모니터링,PT.KRAKATAU POSCO 생산본부장,타이녹스법인장
포스코A&C,류동신,어제,산기소재섹션,차장급,Chief PCP,010-3245-6316,,A조,육아휴직,(동관 11층) 지적재산 업무 총괄,글로벌마케팅조정실장,베트남대표법인장
포스코,류승민,오늘,조선산기섹션,파견직,IP PJT 리더,010-2347-1279,,B조,예비군훈련,(박판)소재 품질 향상 및 제강성 부적합 개선,전기전자마케팅실장,베트남부법인장
포스코P&S,류지웅,내일,플랜트섹션,이사,Junior PCP,010-5672-1369,,C조,민방위,(산소운전파트/산소운전반)11.13 PLANT 운전,해외사업관리실장,AAPC법인장
포스코켐텍,류호철,모레,열연내수섹션,P1A,PCE,010-2378-1032,,D조,안식월,(상주) 연주 통합파트 총괄,신사업실장,남아공법인장
포스코강판,마경석,어제,열연수출섹션,P1B,PCP,010-6723-1953,,A조,휴무,(설비반) PCI 설비관리,에너지조선마케팅실장,미국대표법인장
포스코건설,마경선,오늘,API강판내수섹션,노조위원장,Senior PCE,010-2345-6834,,B조,연차,(설비진단 파트) 설비진단 및 기술 총괄(안전짝꿍:이상우파트장),포항연구소장,홍콩법인장
포스코E&E,맹은희,내일,API강판수출섹션,부관리직,Senior PCP,010-3457-2440,,C조,교육,(성형시험) 3D CAD modeling [연구2동 525],포항제철소 선강담당 부소장,호주법인장
포스코에너지,맹정호,모레,강건재판매그룹,비상근연봉계약직,공장장,010-3578-4561,,D조,반차,(소둔파트/ 연속 소둔반) 입측 담당,광양제철소 압연담당 부소장,캐나다법인장
포스코ESM,맹주호,어제,건설강재섹션,비상임고문,국장,010-2222-1157,,A조,출장,(수질관리 파트)배열회수 수질관리반,안전생산전략실장,중국대표법인장
포스코인재창조원,명재석,오늘,강관소재섹션,선임,그룹장,010-1234-1157,,B조,파견,(압연/수처리) 수처리 유실 Utility 설비 관리,열연설비성능혁신PJT팀장,중국부법인장
포스코휴먼스,명종환,내일,POSMAC섹션,대표위원,대표법인장,010-3321-1280,,C조,육아휴직,(압연파트 압연반) 압연주임,광양제철소 설비담당 부소장,소주법인장
포스코ICT,목진원,모레,솔루션판매섹션,상무,대표이사 회장,010-1234-1280,,D조,예비군훈련,(압연파트/가열반)가열로 관련,PosMAZIC연구PJT팀장,슬로베니아법인장
포스코엠텍,문길환,어제,솔루션개발섹션,선임연구원,반장,010-6271-4727,,A조,민방위,(압연파트/압연반) STS 냉연직,광양연구소장,인도대표법인장
포스코플랜텍,문병진,오늘,고객서비스섹션,수석연구원,법무위원,010-333-1280,,B조,안식월,(압연파트/압연반) 냉간압연직 수행,선재마케팅실장,이탈리아법인장
포스코미소금융재단,문상규,내일,포항TSC,위원,법인장,010-3245-6317,,C조,휴무,(압연파트/압연반)PCM 출측운전(안전짝궁-고경완님),광양제철소 SNG사업추진반장,일본대표법인장
포스웰,문상준,모레,완성차소재섹션,책임연구원,본부장,010-2347-1280,,D조,연차,(압연파트/압연반)압연D조 압연 안전짞꿍:윤한빛,원료8실장,마하라수트라법인장
포스코교육재단,문상훈,어제,부품사소재1섹션,자문교수,부공장장,010-5672-1370,,A조,교육,(양소)후판/선재(동관20층),원료9실장,말레이시아법인장
포스메이트,문석진,오늘,부품사소재2섹션,전문컨설턴트,부리더,010-2378-1033,,B조,반차,(에너지진단파트/열설비진단반)열설비진단,재무실장,MESDC법인장
포스파워,문석환,내일,일본섹션,인턴사원,부문장,010-6723-1954,,C조,출장,(연구) 극후물 절단기술 개발,유럽사무소장,멕시코법인장
철강융합신기술연구조합,문선영,모레,동남아섹션,대표이사,부법인장,010-2345-6835,,D조,파견,(연구) 후판압연 공정설비 기술개발,PosACT연구PJT팀장,쿠알라룸푸르법인장
포스코경영연구원,문성오,어제,서남아섹션,사장,부장,010-3457-2441,,A조,육아휴직,(연구)제선/FINEX 원료처리 공정개발,홍보위원,MPPC법인장
포항공과대학교,문성현,오늘,중국섹션,비상무이사,부장대우,010-3578-4562,,B조,예비군훈련,(연주파트/설비점검반)  설비점검,포항제철소 안전설비담당 부소장,PMPC법인장
포스코청암재단,문승광,내일,미주유럽섹션,사외이사,비상임고문,010-2222-1158,,C조,민방위,(연주파트/연주2반)OS3주조직,엔지니어링솔루션실장,PWPC법인장
포스코기술투자,문영덕,모레,르노닛산KAM섹션,팀원,사무소장,010-1234-1158,,D조,안식월,(연주파트/연주반)연속주조,기술투자본부 기술위원 고로개수PJT팀장,러시아법인장
RIST,문영윤,어제,솔루션판매섹션,협력사,사외이사,010-3321-1281,,A조,휴무,(용강비정질PJT) 냉각담당업무,포항제철소 압연담당 부소장,동남아시아대표법인장
리스텍비즈,문영주,오늘,솔루션개발섹션,반원,상임이사,010-1234-1281,,B조,연차,(용접설비파트) 철구조물제작및용접업무 . 협의회위원,철강사업전략실장,TCS법인장
순천에코트랜스,문의성,내일,고객서비스섹션,촉탁직,센터장,010-6271-4728,,C조,교육,(운전부문 / 기중기3반) 용강기중기운전,HR경영실장,TNPC법인장
SNNC,문장원,모레,경남TSC,단장,실장,010-333-1281,,D조,반차,(인니)PT.KP오븐 선탄 화성 기계 컨설턴트,투자엔지니어링실장,베트남법인장
포스코터미날,문정연,어제,냉연내수섹션,부단장,안전파트장,010-3245-6318,,A조,출장,(일본 MR) 일본 지역 (도요다/혼다) 고객서비스 활동 및 일본고객사 VOC  접수,철강생산본부 기술위원,VST법인장
포스코아이씨티,문종경,오늘,냉연수출1섹션,시니어매니저,연구소장,010-2347-1281,,B조,파견,(자문교수) 도금기술지원,GPS제강PJT팀장,인도네시아대표법인장
부산E&E,문창민,내일,냉연수출2섹션,주니어매니저,연구원장,010-5672-1371,,C조,육아휴직,(재료시험분석) EBSD XRD 구조분석[연구1동 340],용강비정질PJT팀장,VPS법인장
포스코대우,문학,모레,열연가공소재섹션,G1,일반,010-2378-1034,,D조,예비군훈련,(재료시험분석) 재료시험분석파트 업무총괄 / KOLAS 평가사[연구1동 340],고Mn강특화솔루션PJT팀장,광동순덕법인장
엔투비,문현형,어제,냉연가공소재섹션,G2,자문교수,010-6723-1955,,A조,민방위,(재료시험분석) 전자기물성분석 [연구1동 P340],ER실장,광동포항법인장
메가에셋,문효경,오늘,후판가공소재섹션,G3,자문역,010-2345-6836,,B조,안식월,(정정3파트 정정2반) 4-3RCL 품질검사업무,철강사업본부 연구위원,장가항법인장
포항에스알디씨,문희재,내일,가전소재섹션,G4,제철소부소장,010-3457-2442,,C조,휴무,(정정진행실)정정파트 총괄,GigaSteel상용화추진반장,중경법인장
피엠씨텍,민경목,모레,해외가전섹션,G6,제철소장,010-3578-4563,,D조,연차,(정정파트/정정반)CPL&RCL담당/안전짝꿍:최종찬,기술연구원장,청도법인장
PNR,민경선,어제,가전KAM섹션,Associate,주임,010-2222-1159,,A조,교육,(제강) STS 제강 연주,경영전략실장,ASSAN법인장
포스코A&C,민병조,오늘,냉연가전섹션,비상임감사,주임급,010-1234-1159,,B조,반차,(제강기계파트) 3RH 기계정비,홍보실장,일본코일센터통합법인장
포스코,민소연,내일,전기강판섹션,비상임이사,주임대우,010-3321-1282,,C조,출장,(조업2파트 조업3반) 출선업무,철강솔루션마케팅실장,SSVINA 법인장
포스코P&S,민영희,모레,고객서비스섹션,강사,추진단장,010-1234-1282,,D조,파견,(조업2파트/조업2반)조업3주임,설비자재구매실장,Thainox법인장
포스코켐텍,민용희,어제,광양TSC,교감,추진반장,010-6271-4729,,A조,육아휴직,(철도운영2파트/철도3반) 기관차운전(D조),국내사업관리실장,미주대표법인장
포스코강판,민윤기,오늘,경강산업섹션,교사,추진반장(기술위원),010-333-1282,,B조,예비군훈련,(파견) 가전/냉연 이용기술 (동관 8층),스테인리스마케팅실장,홍콩금융법인장
포스코건설,민윤희,내일,CHQ산업섹션,교장,추진반장(연구위원),010-3245-6319,,C조,민방위,(파견) 선재압연 공형 설계/해석 (기술연구원 기계설비연구그룹),노무외주실장,차이나대표법인장
포스코E&E,민은별,모레,선재수출섹션,RA,팀장,010-2347-1282,,D조,안식월,(파견) 인니 PT-KP제강,기술경영실장,차이나부법인장
포스코에너지,민재원,어제,조강제품섹션,계약,팀장(기술위원),010-5672-1372,,A조,휴무,(파견)FeMn공장 프로세스 개선 PJT (페로망간공장 Vision Center 2층),법무실장,CSPC법인장
포스코ESM,민창기,오늘,솔루션판매섹션,계약직엔지니어,팀장(마케팅위원),010-2378-1035,,B조,연차,(파견)FeMn공장 프로세스 개선 PJT (페로망간공장 Vision Center),원료0실장,슬로베니아물류법인장
포스코인재창조원,박강희,내일,솔루션개발섹션,계약직연구원,팀장(연구위원),010-6723-1956,,C조,교육,(파견)PT.KP 소결전기SV,원료3실장,인도법인장
포스코휴먼스,박건영,모레,STS압연소재판매그룹,명예연구원,파트장,010-2345-6837,,D조,반차,(파견)[연구]고로 공정기술/수소환원,원료4실장,이태리법인장
포스코ICT,박경목,어제,압연소재섹션,위촉직,파트장(통합),010-3457-2443,,A조,출장,(파견)인니 PT-KP제강,원료5실장,포스코재팬법인장
포스코엠텍,박경선,오늘,STS에너지강건재판매그룹,자문,파트장급,010-3578-4564,,B조,파견,(파견)후판 재료설계 신모델 개발(동관 19층),원료6실장,Maharashtra법인장
포스코플랜텍,박경숙,내일,에너지강섹션,초빙,파트장대우,010-2222-1160,,C조,육아휴직,(포)선재 수주업무(동관 20층),원료7실장,말련법인장
포스코미소금융재단,박경철,모레,유통섹션,겸직 기술원,홍보위원,010-1234-1160,,D조,예비군훈련,(포)열연(동관20층),원료8실장,멕시코물류법인장
포스웰,박경호,어제,실수요섹션,겸직기술원,회장보좌역,010-3321-1283,,A조,민방위,(포)후판 열처리업무 총괄,원료9실장,포스코멕시코법인장
포스코교육재단,박경홍,오늘,STS자동차가전판매그룹,겸직연구원,Chief PCP,010-1234-1283,,B조,안식월,(포항)공로출하 및 제품재고관리,원료10실장,쿠알라룸프법인장
포스메이트,박경훈,내일,자동차소재섹션,겸직행정원,IP PJT 리더,010-6271-4730,,C조,휴무,(포항TSC)경북/경남/STS&선재제품 고객만족관리,원료11실장,멕시코가공센터법인장
포스파워,박관성,모레,티타늄섹션,관리이사,Junior PCP,010-333-1283,,D조,연차,(프로젝트) 철강사업본부 프로젝트/자동차(동관18층),원료12실장,마닐라법인장
철강융합신기술연구조합,박관원,어제,STS솔루션그룹,이사,PCE,010-3245-6320,,A조,교육,2 EGL OJT,원료13실장,폴란드법인장
포스코경영연구원,박광곤,오늘,솔루션판매섹션,L1,PCP,010-2347-1283,,B조,반차,1.2.4 CPL 설비관리,원료14실장,동남아대표법인장
포항공과대학교,박광성,내일,솔루션개발섹션,L2,Senior PCE,010-5672-1373,,C조,출장,1.2소결 조업지원3반,원료15실장,태국가공센터법인장
포스코청암재단,박광인,모레,생산기획섹션,L3,Senior PCP,010-2378-1036,,D조,파견,1.3소결기계파트/정비총괄,원료16실장,터키가공센터법인장
포스코기술투자,박광현,어제,설비기획섹션,L4,공장장,010-6723-1957,,A조,육아휴직,1.3소결전기정비,원료17실장,포스코베트남법인장
RIST,박규태,오늘,품질인증진단섹션,L5,국장,010-2345-6838,,B조,예비군훈련,1.3정정 야드 및 물류관리,원료18실장,인니대표법인장
리스텍비즈,박근흠,내일,품질경영기획섹션,L6,그룹장,010-3457-2444,,C조,민방위,1.4전강 자구설비(전기),원료19실장,아싼법인장
순천에코트랜스,박기범,모레,IE섹션,감독,대표법인장,010-3578-4565,,D조,안식월,1.4제강/강편/선재관제지시(A조),원료20실장,미주법인장
SNNC,박길현,어제,기획섹션,보세사,대표이사 회장,010-2222-1161,,A조,휴무,1.4후판 전기,원료21실장,이태리가공센터법인장
포스코터미날,박남용,오늘,냉연섹션,부소장,반장,010-1234-1161,,B조,연차,1.4후판전단기계파트장,인니법인장,쿠알라룸프가공센터법인장
포스코아이씨티,박남우,내일,도금섹션,소장,법무위원,010-3321-1284,,C조,교육,11MN UTM 강구조물 인장/휨/압축시험,철강사업본부장,마닐라가공센터법인장
부산E&E,박다정,모레,안전기획섹션,총괄감독,법인장,010-1234-1284,,D조,반차,2코크스업무 총괄 및 비젼제시,회장,폴란드가공센터법인장
포스코대우,박대수,어제,안전진단섹션,ChiefPCP,본부장,010-6271-4731,,A조,출장,2후판 검판 치수검사,광양선강부소장,SouthAsia법인장
엔투비,박덕문,오늘,재난보건섹션,JuniorPCP,부공장장,010-333-1284,,B조,파견,2후판 압연,포항행정부소장,TST법인장
메가에셋,박덕수,내일,행정섹션,PCE,부리더,010-3245-6321,,C조,육아휴직,2후판 압연 전기정비,자동차마케팅실장,ITPC법인장
포항에스알디씨,박도산,모레,섭외기획섹션,SeniorPCE,부문장,010-2347-1284,,D조,예비군훈련,2후판 압연기계정비,인사실장,쿠알라룸푸르가공센터법인장
피엠씨텍,박동숙,어제,지역협력섹션,공장장,부법인장,010-5672-1374,,A조,민방위,2후판 압연파트/압연반,법무실상무,MYANMAR-POSCO(미얀마)법인장
PNR,박동엽,오늘,홍보섹션,국장,부장,010-2378-1037,,B조,안식월,2후판공장 설비점검반,STS부소장,POSCO ASSAN TST(터키)법인장
포스코A&C,박동우,내일,인사섹션,회장,부장대우,010-6723-1958,,C조,휴무,2후판공장 전단전기,광양행정부소장,POSCO Japan PC(일본)법인장
포스코,박동원,모레,노무섹션,리더대우,비상임고문,010-2345-6839,,D조,연차,2후판공장/설비점검반,인니생산본부장,POSCO SS VINA(베트남)법인장
포스코P&S,박동현,어제,외주섹션,반장,사무소장,010-3457-2445,,A조,교육,2후판기계정비,가정간판마케팅실장,POSCO Thainox(태국)법인장
포스코켐텍,박두강,오늘,대기보전섹션,법인장,사외이사,010-3578-4566,,B조,반차,2후판압연 기계정비,해외사업실장,POSCO Vietnam Holdings(베트남)대표법인장
포스코강판,박미선,내일,수질보전섹션,부공장장,상임이사,010-2222-1162,,C조,출장,2후판압연 전기정비,포항선강부소장,POSCO Vietnam Holdings(베트남)부법인장
포스코건설,박미자,모레,자원재활용섹션,부리더,센터장,010-1234-1162,,D조,파견,2후판압연파트/압연반,광양선강부소장,POSCO-AAPC(알라바마)법인장
포스코E&E,박민규,어제,제선FINEX섹션,부사장,실장,010-3321-1285,,A조,육아휴직,2후판정정물류관리,Smart Factory추진팀장,POSCO-Africa(남아공)법인장
포스코에너지,박민산,오늘,투자관리화성섹션,부장,안전파트장,010-1234-1285,,B조,예비군훈련,2후판정정물류관리 및 냉간교정작업,광양설비부소장,POSCO-America(미국)대표법인장
포스코ESM,박민우,내일,제강연주섹션,부장대우,연구소장,010-6271-4732,,C조,민방위,2후판제품 정정주임,홍보상무,POSCO-Asia(홍콩)법인장
포스코인재창조원,박병관,모레,냉연전기강판섹션,사무소장,연구원장,010-333-1285,,D조,안식월,2후판제품 정정파트/정정주임,포항안전설비부소장,POSCO-Australia(호주)법인장
포스코휴먼스,박병욱,어제,STS압연섹션,상무보,일반,010-3245-6322,,A조,휴무,3 FINEX  유동 & HCI,비서실장,POSCO-Canada(캐나다)법인장
포스코ICT,박보언,오늘,S제강부,센터장,자문교수,010-2347-1285,,B조,연차,3 FINEX HCI 기계정비,PR실장,POSCO-China(중국)대표법인장
포스코엠텍,박봉순,내일,2제강공장,실장,자문역,010-5672-1375,,C조,교육,3 HCL,솔루션마케팅실장,POSCO-China(중국)부법인장
포스코플랜텍,박상근,모레,3제강공장,연구원,제철소부소장,010-2378-1038,,D조,반차,3 M/C 연속 주조작업,자재구매실장,POSCO-CSPC(소주)법인장
포스코미소금융재단,박상민,어제,4제강공장,연구위원보,제철소장,010-6723-1959,,A조,출장,3ACL,국내사업실장,POSCO-ESDC(슬로베니아)법인장
포스웰,박상오,오늘,S압연부,전문연구원,주임,010-2345-6840,,B조,파견,3ACSS,노무실장,POSCO-India(인도)대표법인장
포스코교육재단,박석용,내일,소둔산세공장,추진반장,주임급,010-3457-2446,,C조,육아휴직,3APL,법무상무,POSCO-ITPC(이탈리아)법인장
포스메이트,박선주,모레,1냉연공장,팀장,주임대우,010-3578-4567,,D조,예비군훈련,3APL 기계정비,스텐레스부소장,POSCO-Japan(일본)대표법인장
포스파워,박선후,어제,2냉연공장,팀리더,추진단장,010-2222-1163,,A조,민방위,3APL 기계정비직(나의안전짝꿍:이완락 부총괄),포항안전부소장,POSCO-Maharashtra(인도)법인장
철강융합신기술연구조합,박성남,오늘,조업기술개발PJT팀,사업부장,추진반장,010-1234-1163,,B조,안식월,3APL 운전,외주실장,POSCO-Malaysia(말레이시아)법인장
포스코경영연구원,박성만,내일,연구개발PJT팀,영업,추진반장(기술위원),010-3321-1286,,C조,휴무,3APL 입측 종합운전,스테인리스부소장,POSCO-MESDC(멕시코)법인장
포항공과대학교,박성빈,모레,행정보안섹션,조장,추진반장(연구위원),010-1234-1286,,D조,연차,3CAL  입측운전,포항부소장,POSCO-Mexico(멕시코)법인장
포스코청암재단,박성숙,어제,홍보섹션,주재원,팀장,010-6271-4733,,A조,교육,3CAL All Round Play.,포항제철소장,POSCO-MKPC(쿠알라룸푸르)법인장
포스코기술투자,박성욱,오늘,지역협력섹션,지역총괄,팀장(기술위원),010-333-1286,,B조,반차,3CAL 검사판정,PT.KRAKATAU POSCO 법인장,POSCO-MPPC(멕시코)법인장
RIST,박성주,내일,후생섹션,파트장,팀장(마케팅위원),010-3245-6323,,C조,출장,3CAL 입측,인니법인장,POSCO-PMPC(마닐라)법인장
리스텍비즈,박성진,모레,인사섹션,SM,팀장(연구위원),010-2347-1286,,D조,파견,3CAL 중앙,광양제철소장,POSCO-PWPC(폴란드)법인장
순천에코트랜스,박성철,어제,노무섹션,그룹원,파트장,010-5672-1376,,A조,육아휴직,3CAL운전,경영지원본부장,POSCO-RU(러시아)법인장
SNNC,박성탁,오늘,노정직무섹션,PM,파트장(통합),010-2378-1039,,B조,예비군훈련,3CGL 엔지니어 (기술/품질/수익성),기술투자본부장,POSCO-SouthAsia(태국)대표법인장
포스코터미날,박성호,내일,외주섹션,주임직무대행,파트장급,010-6723-1960,,C조,민방위,3COKE전기정비,철강생산본부장,POSCO-TCS(태국)법인장
포스코아이씨티,박세희,모레,대기보전섹션,PJT전문직,파트장대우,010-2345-6841,,D조,안식월,3DNL,철강부문장,POSCO-TNPC(터키)법인장
부산E&E,박소영,어제,수질보전섹션,상임감사,홍보위원,010-3457-2447,,A조,휴무,3DNL 탈탄침질,철강사업본부장,POSCO-Vietnam(베트남)법인장
포스코대우,박수현,오늘,자원재활용섹션,실원,회장보좌역,010-3578-4568,,B조,연차,3DNL주임,가치경영센터장,POSCO-VST(베트남)법인장
엔투비,박숙진,내일,환경에너지섹션,대표법인장,Chief PCP,010-2222-1164,,C조,교육,2DRL Main▶설비점검(170202),CEO,PT. POSCO-Indonesia Inti(인도네시아)대표법인장
메가에셋,박순호,모레,제선화성섹션,법무위원,IP PJT 리더,010-1234-1164,,D조,반차,2FINEX  2유동파트 유동3반 기계정비,선강담당 부소장,VPS(베트남)법인장
포항에스알디씨,박승두,어제,제강후판섹션,부문장,Junior PCP,010-3321-1287,,A조,출장,3FINEX HCI 공정내 함철부산물 재활용 기술개발 TFT,선재제어냉각PJT팀장,광동순덕포항강판유한공사(중국)법인장
피엠씨텍,박아름,오늘,열연섹션,부법인장,PCE,010-1234-1287,,B조,파견,3FINEX HCI 정비,CSP 조업담당 임원,광동포항기차판유한공사(중국)법인장
PNR,박안신,내일,냉연섹션,상임이사,PCP,010-6271-4734,,C조,육아휴직,3FINEX 공정안전관리(PSM),행정담당 부소장,장가항포항불수강유한공사(중국)법인장
포스코A&C,박영도,모레,도금섹션,안전파트장,Senior PCE,010-333-1287,,D조,예비군훈련,3FINEX 기계정비(성형탄 설비),POIST실용화추진반장,중경포항중강기차판유한공사(중국)법인장
포스코,박영민,어제,기술투자본부,연구소장,Senior PCP,010-3245-6324,,A조,민방위,3FINEX 성형탄 Tower,주문외제품ValueUp-PJT팀장,청도포항불수강유한공사(중국)법인장
포스코P&S,박영선,오늘,투자엔지니어링실,연구원장,공장장,010-2347-1287,,B조,안식월,3FINEX 용융로 전기파트/전기정비 (안전짝꿍:이은철),자동차소재마케팅실장,미얀마법인장
포스코켐텍,박영천,내일,엔지니어링기획그룹,제철소부소장,국장,010-5672-1377,,C조,휴무,3FINEX 원료 기계정비,HR혁신실장,터키법인장
포스코강판,박영철,모레,제선인프라섹션,제철소장,그룹장,010-2378-1040,,D조,연차,2FINEX조로파트/2반주임(주임커뮤니티사무국장),정도경영실장,재팬피씨법인장
포스코건설,박영택,어제,제강열연섹션,주임급,대표법인장,010-6723-1961,,A조,교육,3HCL,법무실 법무위원,SS VINA 법인장
포스코E&E,박영훈,오늘,냉연도금섹션,주임대우,대표이사 회장,010-2345-6842,,B조,반차,3LF,STS담당 부소장,타이녹스법인장
포스코에너지,박용석,내일,엔지니어링기술그룹,추진단장,반장,010-3457-2448,,C조,출장,2M/C 4Strand,광양제철소 행정담당 부소장,베트남대표법인장
포스코ESM,박용우,모레,프로세스기술섹션,파트장급,법무위원,010-3578-4569,,D조,파견,2M/C 4Str&#40; 주조직,HiFAME연구PJT팀장,베트남부법인장
포스코인재창조원,박용준,어제,설계기술섹션,파트장대우,법인장,010-2222-1165,,A조,육아휴직,3MC 기계 Supervisor,정보기획실장,AAPC법인장
포스코휴먼스,박원순,오늘,공사설계섹션,홍보위원,본부장,010-1234-1165,,B조,예비군훈련,3PCM Pickling Line 기계 (나의 안전 짝궁 : 노종근 선배님),PT.KRAKATAU POSCO 생산본부장,남아공법인장
포스코ICT,박원일,내일,철강엔지니어링그룹,회장보좌역,부공장장,010-3321-1288,,C조,민방위,3PCM 산세입측설비/나의 안전 짝궁: 전영춘부총괄님,글로벌마케팅조정실장,미국대표법인장
포스코엠텍,박윤식,모레,열연섹션,간호사,부리더,010-1234-1288,,D조,안식월,3PCM 압연기술개발,전기전자마케팅실장,홍콩법인장
포스코플랜텍,박윤재,어제,냉연섹션,리더직무대행,부문장,010-6271-4735,,A조,휴무,3PCM 전기정비/안전짝꿍 남기하 총괄,해외사업관리실장,호주법인장
포스코미소금융재단,박윤혁,오늘,인프라엔지니어링그룹,마스터,부법인장,010-333-1288,,B조,연차,3RH,신사업실장,캐나다법인장
포스웰,박은별,내일,인프라EIC섹션,본부장대행,부장,010-3245-6325,,C조,교육,3RH & LF,에너지조선마케팅실장,중국대표법인장
포스코교육재단,박은정,모레,포항공사섹션,전문임원,부장대우,010-2347-1288,,D조,반차,3RH&LF,포항연구소장,중국부법인장
포스메이트,박은총,어제,광양공사섹션,그룹장대우,비상임고문,010-5672-1378,,A조,출장,3RH/노경협의회,포항제철소 선강담당 부소장,소주법인장
포스파워,박인범,오늘,고로개수PJT팀,비상근이사,사무소장,010-2378-1041,,B조,파견,3cal,광양제철소 압연담당 부소장,슬로베니아법인장
철강융합신기술연구조합,박인수,내일,PosMC기술개발추진반,사무직사원,사외이사,010-6723-1962,,C조,육아휴직,3고로 기술원,안전생산전략실장,인도대표법인장
포스코경영연구원,박인식,모레,신사업실,월촉탁,상임이사,010-2345-6843,,D조,예비군훈련,3고로 노전파트 / 출선업무,열연설비성능혁신PJT팀장,이탈리아법인장
포항공과대학교,박일동,어제,PosMAF추진반,총괄파트장,센터장,010-3457-2449,,A조,민방위,3고로 운전및 노황관리 (나의 안전짝궁은 강석진 대리님 입니다),광양제철소 설비담당 부소장,일본대표법인장
포스코청암재단,박장우,오늘,WPM마그네슘기술개발사무국,전문과장,실장,010-3578-4570,,B조,안식월,3고로 전기파트장,PosMAZIC연구PJT팀장,마하라수트라법인장
포스코기술투자,박재건,내일,기술연구원,전문차장,안전파트장,010-2222-1166,,C조,휴무,3고로 조로반 pci 설비관리,광양연구소장,말레이시아법인장
RIST,박재명,모레,과제기획섹션,직책과장,연구소장,010-1234-1166,,D조,연차,3고로 조업관리,선재마케팅실장,MESDC법인장
리스텍비즈,박재용,어제,과제운영섹션,기술연구소장,연구원장,010-3321-1289,,A조,교육,3고로 조업관리 업무,광양제철소 SNG사업추진반장,멕시코법인장
순천에코트랜스,박재현,오늘,정보보안섹션,센터원,일반,010-1234-1289,,B조,반차,3고로기계파트장(안전짝꿍 이형구 님),원료10실장,쿠알라룸푸르법인장
SNNC,박재형,내일,연구원지원섹션,경영지원실장,자문교수,010-6271-4736,,C조,출장,3공장 FINEX직,원료11실장,MPPC법인장
포스코터미날,박재호,모레,연구프로젝트,스틸앤건축사업실장,자문역,010-333-1289,,D조,파견,3공장 원료 설비 점검,재무실장,PMPC법인장
포스코아이씨티,박재홍,어제,PosEF연구PJT팀,담당임원,제철소부소장,010-3245-6326,,A조,육아휴직,3공정 선탄반,유럽사무소장,PWPC법인장
부산E&E,박재환,오늘,HiFAME연구PJT팀,대표이사사장,제철소장,010-2347-1289,,B조,예비군훈련,3공정 선탄파트/선탄반,PosACT연구PJT팀장,러시아법인장
포스코대우,박정구,내일,루션실,감사,주임,010-5672-1379,,C조,민방위,3공정 선탄파트/야드반/Reclaimer운전,홍보위원,동남아시아대표법인장
엔투비,박정빈,모레,열유체공정연구그룹,주임직무대리,주임급,010-2378-1042,,D조,안식월,3공정 통합관리,포항제철소 안전설비담당 부소장,TCS법인장
메가에셋,박정서,어제,기계설비연구그룹,촉탁직원,주임대우,010-6723-1963,,A조,휴무,3기 OVEN Part,엔지니어링솔루션실장,TNPC법인장
포항에스알디씨,박정아,오늘,제어계측연구그룹,파트장직무대리,추진단장,010-2345-6844,,B조,연차,3기오븐 이동기기 관리,기술투자본부 기술위원 고로개수PJT팀장,베트남법인장
피엠씨텍,박정운,내일,연구프로젝트,PL,추진반장,010-3457-2450,,C조,교육,2냉연 #3EGL 제품출하업무,포항제철소 압연담당 부소장,VST법인장
PNR,박정원,모레,PosCOTE-D추진반,SL,추진반장(기술위원),010-3578-4571,,D조,반차,2냉연 #3PCM 전기정비,철강사업전략실장,인도네시아대표법인장
포스코A&C,박정환,어제,양연구소 PosMAZIC연구PJT팀,리더직무대리,추진반장(연구위원),010-2222-1167,,A조,출장,2냉연 3PCM PL CENTER,HR경영실장,VPS법인장
포스코,박종덕,오늘,프로젝트,법인장직무대리,팀장,010-1234-1167,,B조,파견,2냉연 4CAL,투자엔지니어링실장,광동순덕법인장
포스코P&S,박종민,내일,용강비정질PJT팀,관리장,팀장(기술위원),010-3321-1290,,C조,육아휴직,2냉연 3CAL 기계정비 파트장(2냉연 S/C 3층),철강생산본부 기술위원,광동포항법인장
포스코켐텍,박종석,모레,경영지원본부,관장,팀장(마케팅위원),010-1234-1290,,D조,예비군훈련,2냉연 4CAL 입측 기계정비 / 안전짝꿍♡정인균 선배님,GPS제강PJT팀장,장가항법인장
포스코강판,박종연,어제,HR혁신실,데미쉐프,팀장(연구위원),010-6271-4737,,A조,민방위,2냉연 4CAL 전기 정비 파트,용강비정질PJT팀장,중경법인장
포스코건설,박종철,오늘,인사그룹,부이사장,파트장,010-333-1290,,B조,안식월,3냉연 AHSS 조업기술 완성,고Mn강특화솔루션PJT팀장,청도법인장
포스코E&E,박종필,내일,인재채용섹션,부지배인,파트장(통합),010-3245-6327,,C조,휴무,3냉연 CAL,ER실장,ASSAN법인장
포스코에너지,박종현,모레,인재육성섹션,쉐프,파트장급,010-2347-1290,,D조,연차,2냉연 CAL 및 CR제품 (냉연부 S/C 3층),철강사업본부 연구위원,일본코일센터통합법인장
